Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification, Revenue 
X5,2023,Asia,Red,Hybrid,Manual,2.5,63643,88229,2275,Low," 200,720,975 "
M3,2020,Europe,Grey,Hybrid,Manual,4.7,36673,42122,1671,Low," 70,385,862 "
5 Series,2023,Middle East,Blue,Diesel,Automatic,4.8,149123,76900,319,Low," 24,531,100 "
i3,2024,South America,Grey,Hybrid,Manual,4.3,194256,64553,3924,Low," 253,305,972 "
M5,2013,South America,Silver,Diesel,Automatic,3.8,83795,78139,4042,Low," 315,837,838 "
X1,2023,South America,Blue,Hybrid,Manual,2.8,113278,71838,9567,High," 687,274,146 "
X5,2022,South America,Red,Hybrid,Manual,3,312,82193,415,Low," 34,110,095 "
5 Series,2018,Middle East,Red,Electric,Manual,3.1,20313,77939,160,Low," 12,470,240 "
7 Series,2010,South America,White,Hybrid,Automatic,4.8,111928,39231,3946,Low," 154,805,526 "
i8,2020,Europe,Black,Electric,Manual,4.2,186325,32660,5844,Low," 190,865,040 "
5 Series,2015,Asia,Blue,Electric,Automatic,2.5,28190,70932,1791,Low," 127,039,212 "
5 Series,2017,Europe,Black,Electric,Manual,3.7,105147,92224,3087,Low," 284,695,488 "
7 Series,2020,Middle East,Grey,Diesel,Manual,3.6,95448,73718,1457,Low," 107,407,126 "
3 Series,2020,Middle East,Grey,Hybrid,Automatic,4.3,50333,36402,1148,Low," 41,789,496 "
X5,2013,Middle East,Grey,Petrol,Automatic,1.8,10927,67928,481,Low," 32,673,368 "
i3,2011,Asia,Blue,Diesel,Manual,4,93685,115089,9530,High," 1,096,798,170 "
X5,2020,North America,Grey,Hybrid,Manual,2.7,140872,57156,7346,High," 419,867,976 "
X6,2011,South America,Red,Electric,Manual,2,63901,114486,5057,Low," 578,955,702 "
X6,2019,Middle East,Black,Electric,Manual,4.1,4648,93382,7168,High," 669,362,176 "
i8,2010,North America,Black,Diesel,Automatic,2.7,32927,51891,6560,Low," 340,404,960 "
X6,2014,North America,Black,Electric,Manual,4.1,47854,34917,5558,Low," 194,068,686 "
i3,2022,North America,Red,Electric,Automatic,2.1,184250,85114,5332,Low," 453,827,848 "
M5,2015,Africa,Silver,Petrol,Automatic,5,40812,113992,3830,Low," 436,589,360 "
X6,2013,North America,White,Petrol,Automatic,4.3,98351,97850,3772,Low," 369,090,200 "
X1,2013,Europe,White,Diesel,Automatic,2.5,32590,90873,8842,High," 803,499,066 "
i8,2014,South America,Black,Hybrid,Manual,4.1,131043,41167,8749,High," 360,170,083 "
M3,2023,North America,White,Hybrid,Manual,2,185826,51115,9386,High," 479,765,390 "
7 Series,2024,Africa,Silver,Hybrid,Automatic,3.8,138644,114227,7867,High," 898,623,809 "
7 Series,2014,Europe,White,Electric,Automatic,1.7,188835,98394,1376,Low," 135,390,144 "
3 Series,2023,North America,Silver,Petrol,Manual,2.7,73538,108143,5889,Low," 636,854,127 "
M5,2023,Africa,White,Electric,Manual,4.9,137047,53579,4725,Low," 253,160,775 "
X6,2023,South America,Blue,Diesel,Manual,1.9,136975,79328,8877,High," 704,194,656 "
M3,2023,Middle East,Red,Electric,Automatic,3.6,143231,87713,7784,High," 682,757,992 "
X6,2018,South America,Grey,Electric,Automatic,1.7,58758,110814,7000,High," 775,698,000 "
3 Series,2017,North America,Red,Hybrid,Automatic,3.8,182991,70735,5194,Low," 367,397,590 "
M3,2018,Middle East,White,Petrol,Manual,2.5,155135,84068,9280,High," 780,151,040 "
X5,2022,Europe,Silver,Petrol,Manual,2.6,4251,119509,8556,High," 1,022,519,004 "
5 Series,2023,Europe,Blue,Petrol,Automatic,2.7,98968,66779,8519,High," 568,890,301 "
X5,2012,South America,White,Diesel,Automatic,2.2,174877,72549,7520,High," 545,568,480 "
3 Series,2023,North America,Silver,Petrol,Automatic,4.8,176010,115456,9988,High," 1,153,174,528 "
5 Series,2012,Africa,Black,Hybrid,Automatic,4.7,136745,61606,9091,High," 560,060,146 "
7 Series,2010,Africa,Silver,Diesel,Automatic,4.5,196974,101622,6957,Low," 706,984,254 "
i3,2023,Asia,Grey,Electric,Automatic,1.9,127414,84541,7541,High," 637,523,681 "
5 Series,2019,Africa,Red,Electric,Automatic,2.3,108278,70298,1716,Low," 120,631,368 "
X5,2022,Middle East,Silver,Petrol,Automatic,3.6,189859,73465,5229,Low," 384,148,485 "
3 Series,2015,Africa,White,Diesel,Manual,4.9,145837,77988,792,Low," 61,766,496 "
5 Series,2013,Middle East,Blue,Diesel,Automatic,3.6,58053,39178,2533,Low," 99,237,874 "
5 Series,2020,Africa,Grey,Hybrid,Manual,2.6,68085,101103,6968,Low," 704,485,704 "
3 Series,2024,Middle East,White,Petrol,Automatic,4.4,135458,40216,2969,Low," 119,401,304 "
5 Series,2024,North America,Black,Electric,Manual,2,12708,73048,9384,High," 685,482,432 "
X5,2023,Asia,Silver,Diesel,Automatic,4.6,146983,110517,1690,Low," 186,773,730 "
7 Series,2017,Europe,White,Petrol,Automatic,4.9,132531,97776,5905,Low," 577,367,280 "
5 Series,2011,Asia,Blue,Petrol,Automatic,4.9,111656,36688,2328,Low," 85,409,664 "
i8,2020,Africa,Grey,Diesel,Manual,2,138372,86713,6894,Low," 597,799,422 "
M3,2011,Africa,Black,Diesel,Automatic,3.4,2812,71393,5120,Low," 365,532,160 "
i3,2016,North America,White,Hybrid,Automatic,3.5,69040,57601,2030,Low," 116,930,030 "
3 Series,2022,Middle East,White,Electric,Automatic,2.2,126268,40665,3652,Low," 148,508,580 "
X6,2024,Middle East,Grey,Petrol,Automatic,3.4,135301,63854,9321,High," 595,183,134 "
M3,2014,North America,Black,Electric,Automatic,3.8,164721,109695,6437,Low," 706,106,715 "
M3,2022,Asia,Grey,Petrol,Automatic,2.7,142514,87482,6656,Low," 582,280,192 "
M3,2010,Asia,Silver,Electric,Automatic,2.6,64444,39426,224,Low," 8,831,424 "
X3,2016,Africa,Silver,Diesel,Automatic,1.7,197911,114571,7097,High," 813,110,387 "
3 Series,2016,South America,Silver,Hybrid,Automatic,4.8,32307,107696,8791,High," 946,755,536 "
X5,2019,North America,White,Diesel,Manual,4.3,32527,66503,4187,Low," 278,448,061 "
i3,2015,Middle East,Blue,Electric,Manual,4.2,130438,56462,2322,Low," 131,104,764 "
X3,2013,Asia,Silver,Hybrid,Manual,1.6,93993,77774,3147,Low," 244,754,778 "
M3,2021,North America,Grey,Electric,Automatic,3.7,121049,103082,9605,High," 990,102,610 "
X1,2022,Africa,White,Petrol,Manual,2.1,138772,93806,2641,Low," 247,741,646 "
M5,2017,South America,Blue,Electric,Manual,3.8,154683,118650,5544,Low," 657,795,600 "
M3,2021,Africa,Black,Hybrid,Automatic,3.7,55505,82236,6343,Low," 521,622,948 "
7 Series,2020,Africa,Black,Electric,Automatic,4.5,136080,104021,9811,High," 1,020,550,031 "
X5,2011,Africa,Grey,Diesel,Manual,2.4,80051,116339,9522,High," 1,107,779,958 "
i3,2011,Europe,Blue,Petrol,Manual,1.6,103557,42696,1014,Low," 43,293,744 "
M5,2011,Africa,Silver,Hybrid,Manual,4.7,110994,105433,7244,High," 763,756,652 "
i8,2012,Asia,White,Petrol,Automatic,4.7,22209,94103,8686,High," 817,378,658 "
M3,2015,Middle East,Black,Electric,Manual,3.1,71826,58845,9558,High," 562,440,510 "
M5,2010,South America,Silver,Electric,Manual,1.8,168216,81717,7298,High," 596,370,666 "
3 Series,2020,Europe,Silver,Hybrid,Automatic,3.2,33674,95495,3429,Low," 327,452,355 "
7 Series,2011,North America,Grey,Petrol,Automatic,3.3,24641,84307,3452,Low," 291,027,764 "
5 Series,2019,Europe,Blue,Petrol,Automatic,4.4,105893,114698,4844,Low," 555,597,112 "
7 Series,2024,North America,Grey,Petrol,Manual,4,146251,72056,8991,High," 647,855,496 "
5 Series,2011,Middle East,Red,Petrol,Manual,1.7,59160,59646,8543,High," 509,555,778 "
X1,2023,North America,Black,Diesel,Manual,4,97312,101185,8214,High," 831,133,590 "
X1,2021,Asia,Grey,Petrol,Manual,2,139645,109742,3360,Low," 368,733,120 "
M3,2010,Asia,Red,Diesel,Automatic,1.8,43660,41058,2168,Low," 89,013,744 "
3 Series,2012,Africa,Black,Electric,Manual,2.9,1975,113318,6679,Low," 756,850,922 "
3 Series,2019,Asia,Silver,Petrol,Automatic,1.8,99123,84185,9369,High," 788,729,265 "
7 Series,2016,Asia,Silver,Diesel,Automatic,4.4,154924,117629,1218,Low," 143,272,122 "
i3,2024,Middle East,Silver,Hybrid,Manual,3.1,48314,76620,2553,Low," 195,610,860 "
X5,2022,Asia,Black,Electric,Manual,3.6,168127,62129,5451,Low," 338,665,179 "
7 Series,2010,Asia,Black,Petrol,Manual,3.5,136439,82551,3228,Low," 266,474,628 "
M3,2016,South America,Red,Electric,Automatic,4.9,28276,96040,331,Low," 31,789,240 "
M5,2014,Africa,White,Petrol,Automatic,4.7,44119,42571,3135,Low," 133,460,085 "
X3,2018,South America,Red,Electric,Automatic,4.5,33534,51217,7520,High," 385,151,840 "
M5,2011,Africa,Black,Diesel,Automatic,2.8,119891,113126,2406,Low," 272,181,156 "
X3,2010,Africa,Red,Diesel,Manual,2,61067,87859,2035,Low," 178,793,065 "
3 Series,2018,Asia,Blue,Hybrid,Manual,3.6,198572,44487,4987,Low," 221,856,669 "
M5,2017,Europe,Red,Diesel,Automatic,3,71076,31415,3607,Low," 113,313,905 "
5 Series,2019,Asia,Blue,Hybrid,Automatic,2.3,125546,105712,2657,Low," 280,876,784 "
X1,2015,Africa,White,Hybrid,Automatic,1.8,25712,116095,8607,High," 999,229,665 "
X6,2024,South America,White,Petrol,Automatic,3,30578,95310,6751,Low," 643,437,810 "
X1,2014,Europe,Red,Diesel,Automatic,3.8,94343,110791,7696,High," 852,647,536 "
i8,2017,Europe,Blue,Diesel,Automatic,3.7,121443,51308,7715,High," 395,841,220 "
i3,2017,Africa,Red,Hybrid,Automatic,4.2,105709,87369,9962,High," 870,369,978 "
X6,2023,Africa,Grey,Diesel,Manual,3.1,119648,97435,7332,High," 714,393,420 "
X5,2014,Africa,Black,Diesel,Automatic,2.6,67573,57518,4178,Low," 240,310,204 "
5 Series,2021,North America,Black,Hybrid,Manual,3.4,187934,31580,3887,Low," 122,751,460 "
X6,2016,Africa,Black,Electric,Automatic,4.9,41573,85569,5288,Low," 452,488,872 "
X3,2022,Europe,Red,Petrol,Automatic,1.7,85148,96681,8324,High," 804,772,644 "
X6,2022,South America,Black,Hybrid,Automatic,3.4,39955,37479,8159,High," 305,791,161 "
X3,2010,North America,Red,Diesel,Manual,2.7,36603,46206,9532,High," 440,435,592 "
M5,2013,Europe,Silver,Diesel,Automatic,1.9,198507,105939,3355,Low," 355,425,345 "
X1,2011,North America,Black,Electric,Manual,3,166471,110729,1852,Low," 205,070,108 "
X3,2019,Asia,Blue,Diesel,Automatic,3.7,178791,114773,4565,Low," 523,938,745 "
5 Series,2012,South America,Grey,Petrol,Automatic,3.3,176242,69753,2045,Low," 142,644,885 "
X5,2021,Asia,Black,Diesel,Automatic,1.6,112173,76487,2339,Low," 178,903,093 "
7 Series,2010,North America,White,Electric,Automatic,3.5,10852,114628,769,Low," 88,148,932 "
3 Series,2020,North America,Blue,Petrol,Automatic,2.3,35415,62940,6203,Low," 390,416,820 "
X5,2020,Europe,Silver,Petrol,Automatic,2.7,113536,92853,2447,Low," 227,211,291 "
X5,2011,Asia,Grey,Electric,Automatic,2.6,7993,51870,7326,High," 379,999,620 "
X5,2022,Europe,Black,Diesel,Manual,4.5,12659,43237,3125,Low," 135,115,625 "
X1,2010,Africa,Black,Electric,Automatic,1.7,123749,61008,4342,Low," 264,896,736 "
i8,2017,Africa,Red,Hybrid,Manual,2.7,6986,32452,3739,Low," 121,338,028 "
7 Series,2013,Asia,Blue,Diesel,Automatic,2.9,119849,85231,6646,Low," 566,445,226 "
X6,2012,Asia,Black,Hybrid,Automatic,3.7,187111,68193,4128,Low," 281,500,704 "
5 Series,2010,Europe,Grey,Electric,Manual,4.3,137702,54200,1132,Low," 61,354,400 "
X5,2011,Middle East,Blue,Electric,Automatic,4,83370,85927,9446,High," 811,666,442 "
i3,2012,South America,Blue,Petrol,Manual,4.1,35202,70699,5666,Low," 400,580,534 "
X5,2012,North America,Black,Petrol,Automatic,2.2,60820,70051,3158,Low," 221,221,058 "
X6,2015,Middle East,White,Hybrid,Automatic,4.7,58820,39265,278,Low," 10,915,670 "
5 Series,2019,Europe,White,Diesel,Automatic,2.9,117824,42315,9397,High," 397,634,055 "
M3,2017,Europe,White,Diesel,Automatic,1.5,92621,88964,5639,Low," 501,667,996 "
i3,2015,Africa,Black,Petrol,Manual,3.8,20977,54440,9886,High," 538,193,840 "
X3,2011,Asia,White,Petrol,Manual,3.6,170870,81766,3042,Low," 248,732,172 "
M5,2011,North America,White,Hybrid,Automatic,1.9,85315,47020,4731,Low," 222,451,620 "
M3,2023,Africa,Silver,Petrol,Automatic,4.9,185491,83093,939,Low," 78,024,327 "
5 Series,2016,Europe,White,Electric,Automatic,3.5,6255,47934,5916,Low," 283,577,544 "
7 Series,2010,Asia,White,Electric,Automatic,3.1,140934,46986,5207,Low," 244,656,102 "
X3,2010,Europe,Red,Electric,Automatic,2.9,88635,42104,9131,High," 384,451,624 "
X1,2016,Middle East,White,Diesel,Manual,2.2,130863,82932,822,Low," 68,170,104 "
M3,2018,Asia,Red,Hybrid,Automatic,4.8,74483,110507,605,Low," 66,856,735 "
7 Series,2014,Africa,White,Electric,Automatic,4,191880,116478,913,Low," 106,344,414 "
X3,2020,North America,Grey,Electric,Manual,3.5,4582,66581,4048,Low," 269,519,888 "
X6,2010,Africa,White,Petrol,Automatic,3.7,2465,71111,9389,High," 667,661,179 "
5 Series,2014,South America,Blue,Diesel,Manual,4.4,169,47997,9498,High," 455,875,506 "
5 Series,2020,North America,Blue,Hybrid,Automatic,3.7,99596,113742,2551,Low," 290,155,842 "
3 Series,2010,Africa,Black,Petrol,Manual,1.9,151491,115097,9960,High," 1,146,366,120 "
X3,2019,South America,Black,Diesel,Automatic,3.9,110243,52955,7826,High," 414,425,830 "
X5,2024,Asia,Silver,Diesel,Manual,3.5,171922,92228,7333,High," 676,307,924 "
X3,2021,North America,Silver,Electric,Manual,4.9,180944,66436,9754,High," 648,016,744 "
X5,2018,Asia,Silver,Hybrid,Manual,4.1,103768,85930,4254,Low," 365,546,220 "
X6,2013,Europe,Grey,Petrol,Manual,2.7,184589,112720,3892,Low," 438,706,240 "
X6,2018,Europe,Grey,Petrol,Manual,2,137220,38416,3040,Low," 116,784,640 "
M5,2011,North America,Silver,Electric,Manual,3.2,125416,94611,7289,High," 689,619,579 "
i3,2016,Asia,Red,Diesel,Manual,3.9,46329,50412,9075,High," 457,488,900 "
X5,2024,Europe,Black,Hybrid,Manual,2.1,44653,94879,4334,Low," 411,205,586 "
3 Series,2021,South America,Blue,Hybrid,Manual,3.8,87814,76218,1134,Low," 86,431,212 "
X1,2022,Middle East,Red,Diesel,Manual,4.4,10957,77523,1817,Low," 140,859,291 "
7 Series,2011,Middle East,Silver,Electric,Automatic,2,136416,79396,5908,Low," 469,071,568 "
i8,2021,North America,Grey,Electric,Manual,4,83891,53790,1636,Low," 88,000,440 "
X1,2013,North America,Grey,Diesel,Manual,1.7,169859,65545,2495,Low," 163,534,775 "
i3,2015,Africa,Grey,Petrol,Manual,1.5,55987,59092,7713,High," 455,776,596 "
X5,2023,North America,Grey,Hybrid,Manual,1.6,94213,34363,190,Low," 6,528,970 "
i8,2011,Europe,Red,Petrol,Manual,3.7,72000,107101,7207,High," 771,876,907 "
X6,2011,Asia,Silver,Hybrid,Automatic,4.9,20307,63323,8503,High," 538,435,469 "
X1,2011,North America,White,Electric,Manual,4.2,80729,106355,336,Low," 35,735,280 "
5 Series,2012,Europe,Silver,Diesel,Automatic,2.4,132586,52779,8169,High," 431,151,651 "
X5,2014,Europe,Blue,Hybrid,Automatic,1.8,104150,94352,7185,High," 677,919,120 "
X3,2018,North America,Blue,Electric,Automatic,3.7,156684,113699,135,Low," 15,349,365 "
i3,2015,Africa,Blue,Electric,Automatic,1.5,75322,70484,1751,Low," 123,417,484 "
7 Series,2024,Asia,Grey,Electric,Automatic,4.3,166200,55110,5642,Low," 310,930,620 "
X1,2024,North America,White,Petrol,Manual,2.4,64337,60431,9929,High," 600,019,399 "
M5,2021,Middle East,Silver,Hybrid,Manual,2.5,195422,61850,9546,High," 590,420,100 "
M5,2023,North America,Black,Electric,Manual,2.7,92273,99756,7578,High," 755,950,968 "
7 Series,2018,Middle East,Black,Petrol,Automatic,4.2,124212,84961,2573,Low," 218,604,653 "
i8,2019,Asia,Silver,Diesel,Manual,2.4,21403,72707,8491,High," 617,355,137 "
M5,2024,Asia,Grey,Diesel,Manual,2.5,120516,84894,5819,Low," 493,998,186 "
X5,2023,Europe,Red,Hybrid,Manual,3.4,66579,118561,5224,Low," 619,362,664 "
X3,2022,Africa,Silver,Electric,Manual,3.1,2451,56566,4821,Low," 272,704,686 "
i3,2014,Asia,Black,Electric,Automatic,4.8,139953,105679,1603,Low," 169,403,437 "
X5,2020,Africa,Black,Diesel,Manual,2.4,178317,116315,1350,Low," 157,025,250 "
5 Series,2015,South America,Grey,Hybrid,Manual,1.8,162062,33888,5212,Low," 176,624,256 "
7 Series,2019,Asia,Blue,Electric,Automatic,3.4,163747,90057,7884,High," 710,009,388 "
7 Series,2021,South America,Blue,Diesel,Automatic,2.1,36637,36195,6194,Low," 224,191,830 "
i8,2017,North America,Silver,Electric,Manual,2.9,13713,52871,5381,Low," 284,498,851 "
M5,2012,Asia,White,Petrol,Manual,2.2,18145,31058,1797,Low," 55,811,226 "
5 Series,2011,Africa,Grey,Diesel,Automatic,4.6,56601,103466,1515,Low," 156,750,990 "
i8,2012,Asia,Grey,Petrol,Automatic,2.6,95843,63751,2322,Low," 148,029,822 "
3 Series,2023,Asia,Grey,Hybrid,Manual,4.2,112622,105155,5788,Low," 608,637,140 "
5 Series,2018,South America,Grey,Hybrid,Manual,4.8,60011,83044,7090,High," 588,781,960 "
i3,2024,North America,Black,Electric,Automatic,4.8,146770,66075,2149,Low," 141,995,175 "
M3,2015,Africa,Black,Petrol,Automatic,3.3,89343,107135,3068,Low," 328,690,180 "
X5,2019,Middle East,Blue,Hybrid,Automatic,4.9,48575,68034,5471,Low," 372,214,014 "
X3,2021,Middle East,Blue,Diesel,Manual,3.8,37737,95096,5409,Low," 514,374,264 "
i8,2013,Europe,Blue,Petrol,Manual,1.9,7363,70053,6897,Low," 483,155,541 "
i3,2019,Asia,Silver,Hybrid,Automatic,4.6,69737,82816,4965,Low," 411,181,440 "
X6,2012,Europe,Silver,Diesel,Automatic,3.1,34266,45426,7319,High," 332,472,894 "
X3,2022,Europe,Red,Electric,Manual,2,198198,62559,3928,Low," 245,731,752 "
7 Series,2011,Africa,Black,Electric,Automatic,4.3,62274,80791,9835,High," 794,579,485 "
X5,2024,North America,Black,Hybrid,Automatic,3.7,183664,54657,3999,Low," 218,573,343 "
i3,2023,Middle East,Silver,Hybrid,Manual,4.6,71979,88473,7099,High," 628,069,827 "
3 Series,2013,Europe,Silver,Hybrid,Automatic,4.4,152250,51365,1604,Low," 82,389,460 "
M5,2018,Africa,Grey,Diesel,Manual,2.6,75134,115374,2623,Low," 302,626,002 "
M3,2013,South America,White,Diesel,Manual,2.4,52363,117793,8177,High," 963,193,361 "
i3,2022,Africa,Grey,Petrol,Manual,4.1,27299,82156,692,Low," 56,851,952 "
7 Series,2021,North America,Red,Hybrid,Manual,3.5,65921,85330,3273,Low," 279,285,090 "
i8,2014,Europe,Black,Diesel,Manual,1.7,186622,52145,585,Low," 30,504,825 "
X1,2024,Middle East,Silver,Electric,Automatic,2.1,125051,43705,4956,Low," 216,601,980 "
X3,2017,Asia,Red,Petrol,Automatic,2,198697,45724,9830,High," 449,466,920 "
3 Series,2011,South America,Blue,Diesel,Manual,3.6,140793,77635,7180,High," 557,419,300 "
5 Series,2021,South America,Silver,Petrol,Manual,1.8,49313,64036,602,Low," 38,549,672 "
7 Series,2020,Europe,Black,Hybrid,Automatic,2.2,136485,111594,209,Low," 23,323,146 "
3 Series,2023,Middle East,White,Electric,Manual,3.4,95743,34715,2505,Low," 86,961,075 "
3 Series,2012,Asia,White,Hybrid,Manual,2,123466,48800,8566,High," 418,020,800 "
i3,2015,South America,Black,Electric,Manual,2.4,90718,39464,1816,Low," 71,666,624 "
M3,2021,Asia,Silver,Diesel,Automatic,4.7,84859,94080,949,Low," 89,281,920 "
M3,2016,South America,Red,Petrol,Automatic,3.9,24664,89482,8207,High," 734,378,774 "
M5,2013,Asia,Black,Diesel,Manual,2.6,24963,79018,5098,Low," 402,833,764 "
M3,2023,South America,Blue,Petrol,Manual,4.6,46397,116852,2200,Low," 257,074,400 "
M3,2024,Africa,Red,Diesel,Manual,2.4,181608,45249,1015,Low," 45,927,735 "
5 Series,2010,North America,Grey,Hybrid,Manual,3.6,37554,42627,9196,High," 391,997,892 "
7 Series,2016,Middle East,White,Electric,Manual,2.8,135792,98164,3107,Low," 304,995,548 "
X5,2021,South America,Silver,Hybrid,Manual,4.1,175396,102741,8416,High," 864,668,256 "
i8,2018,North America,Red,Diesel,Manual,2.8,162218,92952,7563,High," 702,995,976 "
X3,2010,Africa,Grey,Hybrid,Automatic,2.4,130523,61762,4937,Low," 304,918,994 "
7 Series,2023,Asia,White,Diesel,Automatic,3.6,168692,45214,8998,High," 406,835,572 "
5 Series,2010,North America,Red,Hybrid,Manual,4.1,87485,90853,5630,Low," 511,502,390 "
3 Series,2010,Africa,Grey,Petrol,Manual,3.4,172338,72660,6999,Low," 508,547,340 "
X5,2019,South America,Silver,Hybrid,Automatic,4,134708,42399,5890,Low," 249,730,110 "
M3,2016,South America,Grey,Electric,Automatic,3,109056,83744,6353,Low," 532,025,632 "
5 Series,2020,Europe,Grey,Diesel,Automatic,4.3,180671,86716,3995,Low," 346,430,420 "
3 Series,2018,North America,Black,Electric,Manual,3.5,14223,67963,3747,Low," 254,657,361 "
X5,2012,South America,Silver,Diesel,Manual,2.2,190593,35741,2026,Low," 72,411,266 "
5 Series,2017,Africa,Grey,Hybrid,Manual,4.6,184810,49068,9103,High," 446,666,004 "
X6,2018,Europe,Blue,Electric,Automatic,4.4,69177,80436,7393,High," 594,663,348 "
i8,2012,Asia,Silver,Electric,Automatic,4.9,106512,42906,6704,Low," 287,641,824 "
i3,2021,Europe,White,Diesel,Automatic,3.5,4309,91362,9488,High," 866,842,656 "
X6,2021,Europe,White,Diesel,Automatic,3.9,80079,75842,1737,Low," 131,737,554 "
7 Series,2012,South America,Silver,Petrol,Automatic,4.5,4614,105720,1426,Low," 150,756,720 "
i3,2024,North America,Blue,Petrol,Manual,1.7,25969,89162,9812,High," 874,857,544 "
X1,2010,Asia,Silver,Electric,Manual,4.7,56208,118574,6400,Low," 758,873,600 "
X3,2011,North America,White,Hybrid,Automatic,2.4,22036,70245,964,Low," 67,716,180 "
i8,2016,Asia,Blue,Diesel,Automatic,1.7,9694,114524,903,Low," 103,415,172 "
i3,2012,North America,Silver,Diesel,Manual,2.3,5070,117819,7013,High," 826,264,647 "
i8,2016,Africa,White,Electric,Automatic,3.6,121407,103480,7008,High," 725,187,840 "
3 Series,2014,Africa,Grey,Diesel,Manual,1.7,63530,96661,6118,Low," 591,371,998 "
X1,2019,Asia,Blue,Electric,Manual,1.5,96244,113609,6143,Low," 697,900,087 "
5 Series,2017,Africa,Black,Petrol,Manual,3.7,22196,49867,8057,High," 401,778,419 "
